Tanggal Lahir,Pergawean,Status Kawin,Penghasilan per Tahun,Tanggungan Ortu,Tanggungan Anak,Mulai Berlangganan,Transaksi Terakhir,Sembako,Elektronik,Hobi,Pakaian,Buku,Kesehatan,Jml Transaksi Diskon,Jml Transaksi App,Jml Transaksi Web,Jml Transaksi Outlet,Jml Kunjungan App,Komplain,Pulau,Urutan Terima Penawaran
11/19/1963,Karyawan,Lajang,"Rp34.377.000,- ",0,1,-3187,55,62558,877,22560,3215,1861,26702,2,2,2,2,7,Tidak pernah,Jawa,
10/25/1961,Kepala Divisi,Cerai,"Rp54.959.000,- ",0,1,-3187,55,1148558,877,60560,215,861,24702,3,9,5,4,7,Tidak pernah,Jawa,"[3, 5]"
1/20/1955,Manager,Berumahtangga,"Rp82.384.000,- ",0,0,-3248,55,984558,51877,432560,180215,120861,190702,1,3,10,13,1,Tidak pernah,Kalimantan,"[4, 5]"
5/16/1956,Karyawan,Lajang,"Rp46.998.000,- ",0,1,-3276,55,172558,41877,86560,45215,6861,27702,5,5,3,5,7,Tidak pernah,Jawa,2
4/27/1968,Karyawan,Berumahtangga,"Rp58.554.000,- ",1,1,-3302,55,368558,24877,68560,38215,861,88702,6,8,2,6,7,Tidak pernah,NTT,
11/5/1968,Karyawan,Berumahtangga,"Rp58.554.000,- ",1,1,-3302,55,368558,24877,68560,38215,861,88702,6,8,2,6,7,Tidak pernah,Sulawesi,
2/6/1954,Kepala Divisi,Cerai,"Rp57.333.000,- ",0,1,-3306,55,941558,14877,397560,76215,58861,176702,11,8,5,9,6,Tidak pernah,Jawa,5
9/1/1994,Karyawan,Berumahtangga,"Rp80.685.000,- ",0,0,-3337,55,241558,45877,604560,34215,26861,54702,1,6,4,10,2,Tidak pernah,Jawa,
5/1/1965,Karyawan,Berumahtangga,"Rp52.117.000,- ",0,1,-3343,55,112558,10877,107560,30215,861,20702,2,5,2,4,7,Tidak pernah,Jawa,
3/15/1972,Kepala Divisi,Berumahtangga,"Rp62.220.000,- ",0,1,-3348,55,799558,12877,375560,16215,12861,12702,5,7,6,5,6,Tidak pernah,NTB,5
11/12/1946,Kepala Divisi,Berumahtangga,"Rp64.014.000,- ",2,1,-2680,56,406558,877,30560,215,861,8702,7,8,2,5,7,Tidak pernah,Sumatera,0
2/26/1946,Kepala Divisi,Berumahtangga,"Rp64.014.000,- ",2,1,-2680,56,406558,877,30560,215,861,8702,7,8,2,5,7,Tidak pernah,Bali,0
6/25/1955,Manager,Cerai,"Rp46.390.000,- ",0,1,-2716,56,95558,14877,64560,2215,9861,38702,1,4,2,3,7,Tidak pernah,NTT,
7/15/1979,Karyawan,Berumahtangga,"Rp75.507.000,- ",0,0,-2719,56,709558,93877,374560,104215,80861,80702,1,8,6,6,3,Tidak pernah,NTB,
3/14/1979,Karyawan,Berumahtangga,"Rp75.507.000,- ",0,0,-2719,56,709558,93877,374560,104215,80861,80702,1,8,6,6,3,Tidak pernah,Kalimantan,
5/8/1951,Manager,Menikah,"Rp59.412.000,- ",0,0,-2732,56,90558,67877,165560,30215,43861,11702,1,4,2,8,3,Tidak pernah,Jawa,
6/7/1968,Kepala Divisi,Cerai,"Rp50.616.000,- ",0,1,-2733,56,128558,877,16560,215,1861,4702,2,4,0,4,7,Tidak pernah,Jawa,
5/6/1969,Manager,Berumahtangga,"Rp35.924.000,- ",1,1,-2759,56,8558,877,14560,2215,3861,7702,1,1,0,3,5,Tidak pernah,Bali,
1/19/1982,C-level,Menikah,"Rp57.937.000,- ",0,1,-2794,56,261558,42877,144560,55215,48861,133702,3,4,4,9,3,Tidak pernah,Bali,
9/7/1984,Kepala Divisi,Menikah,"Rp73.356.000,- ",0,0,-2804,56,1050558,14877,322560,215,14861,112702,1,5,11,5,2,Tidak pernah,Jawa,"[0, 2, 4, 5]"
6/28/1974,Manager,Berumahtangga,"Rp21.255.000,- ",1,0,-2820,56,29558,877,25560,2215,2861,3702,4,2,1,4,4,Tidak pernah,Jawa,
2/14/1974,Manager,Menikah,"Rp58.494.000,- ",0,1,-2860,56,298558,7877,68560,4215,861,19702,2,6,2,6,6,Tidak pernah,Bali,
5/20/1969,Karyawan,Menikah,"Rp72.460.000,- ",0,0,-2888,56,377558,10877,540560,80215,30861,10702,1,3,5,7,1,Tidak pernah,Bali,
8/18/1991,Kepala Divisi,Berumahtangga,"Rp68.682.000,- ",0,0,-2927,56,919558,877,505560,99215,30861,45702,1,4,9,10,2,Tidak pernah,Jawa,
11/27/1991,Kepala Divisi,Berumahtangga,"Rp68.682.000,- ",0,0,-2927,56,919558,877,505560,99215,30861,45702,1,4,9,10,2,Tidak pernah,Jawa,
12/11/1981,Manager,Menikah,"Rp36.959.000,- ",1,0,-2931,56,25558,6877,25560,6215,861,702,2,2,0,3,8,Tidak pernah,Jawa,
9/30/1971,Kepala Divisi,Menikah,"Rp46.463.000,- ",1,1,-2976,56,163558,2877,40560,8215,11861,11702,7,3,1,6,6,Tidak pernah,Jawa,
8/23/1979,Karyawan,Lajang,"Rp61.825.000,- ",0,1,-2987,56,162558,50877,100560,55215,30861,27702,1,4,2,8,4,Tidak pernah,Jawa,
1/9/1979,Karyawan,Lajang,"Rp61.825.000,- ",0,1,-2987,56,162558,50877,100560,55215,30861,27702,1,4,2,8,4,Tidak pernah,Jawa,
9/11/1989,Karyawan,Menikah,"Rp28.691.000,- ",1,0,-3021,56,5558,4877,13560,8215,861,4702,1,1,0,3,8,Tidak pernah,Jawa,
5/12/1989,Karyawan,Menikah,"Rp28.691.000,- ",1,0,-3021,56,5558,4877,13560,8215,861,4702,1,1,0,3,8,Tidak pernah,Jawa,
6/3/1976,Karyawan,Berumahtangga,"Rp54.058.000,- ",0,1,-3051,56,198558,18877,252560,32215,108861,54702,2,4,6,8,3,Tidak pernah,Jawa,
2/27/1975,Karyawan,Lajang,"Rp84.196.000,- ",0,1,-3052,56,215558,63877,507560,231215,31861,190702,1,8,4,7,3,Tidak pernah,Jawa,
4/5/1963,Manager,Berumahtangga,"Rp38.620.000,- ",0,0,-3075,56,112558,17877,44560,34215,22861,89702,1,2,5,3,3,Tidak pernah,Kalimantan,
3/21/1963,Manager,Berumahtangga,"Rp38.620.000,- ",0,0,-3075,56,112558,17877,44560,34215,22861,89702,1,2,5,3,3,Tidak pernah,NTB,
7/14/1973,Karyawan,Lajang,"Rp3.502.000,- ",1,0,-3103,56,2558,1877,1560,215,861,1702,0,0,0,0,14,Tidak pernah,Sulawesi,
4/22/1957,Karyawan,Menikah,"Rp47.743.000,- ",0,1,-3125,56,198558,2877,43560,215,12861,20702,3,4,1,6,6,Tidak pernah,Jawa,3
6/4/1949,Kepala Divisi,Menikah,"Rp80.360.000,- ",0,0,-3144,56,1493558,86877,454560,112215,43861,43702,2,4,4,5,2,Tidak pernah,Jawa,"[0, 3, 4]"
11/12/1971,Karyawan,Menikah,"Rp66.303.000,- ",0,1,-3149,56,1090558,12877,96560,16215,12861,60702,4,3,4,11,8,Tidak pernah,Jawa,3
4/13/1969,Karyawan,Menikah,"Rp52.413.000,- ",0,2,-3173,56,295558,106877,271560,75215,98861,65702,4,6,4,12,6,Tidak pernah,Sumatera,
11/21/1956,Karyawan,Lajang,"Rp60.714.000,- ",0,0,-3189,56,216558,162877,224560,101215,92861,162702,2,7,4,10,5,Tidak pernah,Bali,5
6/15/1984,Manager,Lajang,"Rp31.385.000,- ",1,0,-3232,56,3558,2877,12560,215,1861,9702,1,1,0,2,8,Tidak pernah,Jawa,"[2, 5]"
6/22/1995,C-level,Lajang,"Rp83.257.000,- ",0,0,-3310,56,536558,27877,590560,38215,107861,67702,1,5,10,12,6,Pernah,Jawa,"[2, 4, 5]"
8/23/1975,Kepala Divisi,Menikah,"Rp80.427.000,- ",0,1,-3316,56,1149558,71877,449560,69215,71861,26702,1,11,8,8,5,Tidak pernah,Sulawesi,
11/9/1949,Karyawan,Berumahtangga,"Rp38.823.000,- ",0,1,-3329,56,70558,877,11560,2215,8861,23702,1,2,1,3,6,Tidak pernah,Jawa,
7/21/1977,Karyawan,Menikah,"Rp42.014.000,- ",1,0,-3342,56,244558,15877,108560,4215,15861,50702,6,7,1,6,8,Tidak pernah,Sumatera,5
2/30/1977,Karyawan,Menikah,"Rp42.014.000,- ",1,0,-3342,56,244558,15877,108560,4215,15861,50702,6,7,1,6,8,Tidak pernah,Bali,5
9/25/1948,Kepala Divisi,Berumahtangga,"Rp76.140.000,- ",0,0,-2708,57,586558,66877,653560,17215,861,26702,1,5,9,6,2,Tidak pernah,Jawa,
11/10/1964,C-level,Cerai,"Rp41.713.000,- ",1,1,-2722,57,77558,8877,44560,10215,10861,25702,5,3,1,4,6,Tidak pernah,Sumatera,
8/29/1954,Kepala Divisi,Menikah,"Rp62.670.000,- ",0,1,-2808,57,539558,30877,92560,80215,46861,38702,1,5,3,13,3,Tidak pernah,Bali,
7/21/1972,C-level,Menikah,"Rp70.932.000,- ",0,1,-2822,57,200558,193877,100560,46215,185861,185702,2,6,2,12,3,Tidak pernah,Jawa,
5/8/1951,Kepala Divisi,Menikah,"Rp78.939.000,- ",0,0,-2860,57,794558,115877,243560,150215,861,205702,1,8,5,6,3,Tidak pernah,NTB,
8/21/1960,Karyawan,Berumahtangga,"Rp44.512.000,- ",1,1,-2964,57,23558,1877,6560,215,861,2702,2,1,0,3,4,Tidak pernah,Bali,
3/27/1968,Karyawan,Menikah,"Rp63.967.000,- ",0,1,-2985,57,387558,84877,141560,73215,35861,162702,3,4,4,12,2,Tidak pernah,Jawa,
10/16/1948,Karyawan,Lajang,"Rp90.842.000,- ",0,0,-2996,57,774558,70877,118560,182215,187861,93702,1,4,9,13,1,Tidak pernah,Jawa,
6/3/1947,Kepala Divisi,Duda,"Rp25.358.000,- ",0,1,-3003,57,19558,877,5560,215,861,8702,2,1,0,3,6,Tidak pernah,Bali,
4/23/1982,Karyawan,Lajang,,1,0,-3038,57,11558,3877,22560,2215,2861,6702,2,2,0,3,6,Tidak pernah,Kalimantan,
5/20/1982,Karyawan,Lajang,"Rp28.567.000,- ",1,0,-3038,57,11558,3877,22560,2215,2861,6702,2,2,0,3,6,Tidak pernah,Jawa,
4/16/1978,Karyawan,Menikah,"Rp66.373.000,- ",1,1,-3043,57,328558,9877,124560,12215,24861,109702,7,4,2,10,3,Tidak pernah,Kalimantan,
11/2/1978,Karyawan,Menikah,"Rp66.373.000,- ",1,1,-3043,57,328558,9877,124560,12215,24861,109702,7,4,2,10,3,Tidak pernah,Kalimantan,
5/28/1952,Karyawan,Berumahtangga,"Rp83.844.000,- ",0,0,-3074,57,901558,31877,345560,75215,31861,191702,1,4,4,11,1,Tidak pernah,NTB,4
6/11/1952,Karyawan,Berumahtangga,"Rp83.844.000,- ",0,0,-3074,57,901558,31877,345560,75215,31861,191702,1,4,4,11,1,Tidak pernah,Jawa,4
7/6/1952,Karyawan,Berumahtangga,"Rp83.844.000,- ",0,0,-3074,57,901558,31877,345560,75215,31861,191702,1,4,4,11,1,Tidak pernah,Sumatera,4
4/1/1968,Kepala Divisi,Cerai,"Rp83.664.000,- ",1,1,-3078,57,866558,21877,151560,28215,21861,86702,3,2,2,12,5,Tidak pernah,Jawa,
3/1/1951,Manager,Menikah,"Rp27.450.000,- ",0,0,-3101,57,37558,12877,23560,8215,11861,52702,1,2,1,3,7,Tidak pernah,Jawa,
8/10/1978,Kepala Divisi,Lajang,"Rp54.880.000,- ",1,0,-3146,57,308558,85877,137560,102215,45861,118702,2,6,2,11,5,Tidak pernah,Jawa,
2/14/1965,Kepala Divisi,Menikah,"Rp71.322.000,- ",0,1,-3159,57,753558,43877,226560,69215,10861,204702,2,8,5,13,4,Tidak pernah,Jawa,
1/20/1976,Kepala Divisi,Lajang,"Rp60.000.000,- ",0,1,-3215,57,1048558,877,217560,215,861,12702,5,11,3,5,6,Tidak pernah,Jawa,
12/7/1969,Manager,Berumahtangga,"Rp65.176.000,- ",0,1,-3269,57,960558,28877,183560,220215,70861,70702,4,9,6,6,6,Tidak pernah,Bali,
1/30/1952,Kepala Divisi,Berumahtangga,"Rp61.010.000,- ",0,1,-3289,57,888558,877,57560,215,861,76702,2,8,5,11,5,Tidak pernah,Sumatera,
1/29/1981,Karyawan,Berumahtangga,"Rp31.089.000,- ",1,0,-3342,57,31558,3877,31560,2215,8861,4702,3,3,0,4,8,Tidak pernah,Jawa,
5/17/1988,Karyawan,Lajang,"Rp20.518.000,- ",1,0,-2703,58,4558,1877,6560,4215,1861,9702,1,1,1,2,5,Tidak pernah,Jawa,
3/7/1948,Kepala Divisi,Menikah,"Rp34.469.000,- ",1,1,-2717,58,19558,6877,20560,215,5861,12702,3,1,1,4,4,Tidak pernah,Bali,
12/13/1952,Karyawan,Menikah,"Rp28.332.000,- ",0,0,-2721,58,14558,10877,13560,4215,15861,9702,1,2,1,4,2,Tidak pernah,NTB,
5/16/1965,Karyawan,Berumahtangga,"Rp33.456.000,- ",1,1,-2730,58,7558,3877,10560,8215,1861,7702,2,1,0,3,7,Tidak pernah,Sulawesi,
2/27/1968,Kepala Divisi,Menikah,"Rp38.443.000,- ",1,1,-2814,58,32558,877,5560,215,861,1702,2,1,0,3,7,Tidak pernah,Jawa,
4/6/1973,Karyawan,Lajang,"Rp65.333.000,- ",0,1,-2824,58,654558,7877,92560,215,15861,30702,7,9,4,8,6,Tidak pernah,Sumatera,"[3, 4]"
7/22/1952,Karyawan,Cerai,"Rp82.623.000,- ",0,0,-2892,58,204558,34877,204560,172215,153861,173702,1,2,9,4,1,Tidak pernah,Jawa,
5/4/1971,Karyawan,Menikah,"Rp73.691.000,- ",0,1,-2896,58,707558,21877,250560,85215,43861,73702,2,6,2,8,2,Tidak pernah,Jawa,2
2/11/1947,Karyawan,Berumahtangga,"Rp74.485.000,- ",0,0,-2970,58,499558,149877,815560,173215,49861,49702,1,6,7,12,3,Tidak pernah,Jawa,
11/22/1955,Karyawan,Berumahtangga,"Rp65.748.000,- ",0,1,-3101,58,172558,73877,93560,95215,78861,34702,2,2,4,10,1,Pernah,Jawa,
10/5/1982,Wirausaha,Lajang,"Rp24.367.000,- ",1,0,-3127,58,2558,4877,2560,215,11861,5702,1,1,0,2,9,Tidak pernah,Jawa,
2/9/1971,Karyawan,Lajang,"Rp91.700.000,- ",0,0,-3189,58,576558,172877,961560,125215,115861,19702,1,8,6,5,3,Tidak pernah,Jawa,5
11/12/1993,Karyawan,Absurd,"Rp79.244.000,- ",0,0,-3218,58,471558,102877,125560,212215,61861,245702,1,4,10,7,1,Tidak pernah,Kalimantan,"[0, 4, 5]"
11/25/1957,Kepala Divisi,Menikah,"Rp82.017.000,- ",0,0,-3260,58,184558,23877,446560,30215,23861,23702,1,5,4,7,2,Tidak pernah,Sumatera,"[0, 3, 4, 5]"
5/9/1957,Karyawan,Lajang,"Rp58.138.000,- ",0,0,-3324,58,635558,88877,546560,172215,88861,88702,3,8,10,4,7,Tidak pernah,NTT,5
10/31/1953,Manager,Menikah,"Rp59.354.000,- ",0,2,-2727,59,295558,21877,78560,39215,13861,13702,1,4,4,7,3,Tidak pernah,Sumatera,
4/24/1955,Kepala Divisi,Menikah,"Rp58.482.000,- ",0,1,-2770,59,576558,7877,115560,19215,7861,7702,2,7,4,9,6,Tidak pernah,Sumatera,3
9/28/1976,Karyawan,Berumahtangga,"Rp29.478.000,- ",1,0,-2824,59,8558,877,7560,3215,1861,1702,1,1,0,3,6,Tidak pernah,Jawa,
8/31/1972,Karyawan,Berumahtangga,"Rp64.474.000,- ",0,1,-2911,59,381558,35877,172560,56215,86861,93702,2,8,2,10,5,Tidak pernah,Jawa,
8/17/1975,Manager,Lajang,"Rp31.160.000,- ",1,0,-2947,59,16558,3877,25560,6215,1861,13702,2,2,0,3,8,Tidak pernah,Bali,
4/30/1972,Karyawan,Menikah,"Rp40.321.000,- ",1,1,-2996,59,44558,4877,21560,6215,861,27702,2,3,0,3,7,Tidak pernah,Jawa,
4/9/1972,Karyawan,Menikah,"Rp40.321.000,- ",1,1,-2996,59,44558,4877,21560,6215,861,27702,2,3,0,3,7,Tidak pernah,Jawa,
7/5/1971,Karyawan,Lajang,"Rp55.239.000,- ",0,1,-3011,59,371558,17877,238560,23215,24861,106702,3,7,5,11,5,Tidak pernah,Bali,
2/30/1943,Kepala Divisi,Duda,"Rp57.513.000,- ",0,0,-3019,59,735558,40877,183560,52215,20861,30702,2,9,3,13,6,Tidak pernah,Jawa,
4/31/1979,Karyawan,Berumahtangga,"Rp85.693.000,- ",0,1,-3096,59,386558,172877,183560,185215,132861,111702,2,9,5,11,5,Tidak pernah,Sumatera,
6/17/1977,Karyawan,Menikah,"Rp71.855.000,- ",0,1,-3190,59,548558,31877,422560,215,112861,28702,4,5,5,11,3,Tidak pernah,Bali,
11/28/1976,Wirausaha,Menikah,"Rp7.500.000,- ",0,0,-3254,59,6558,16877,11560,11215,1861,16702,1,2,0,3,8,Tidak pernah,NTT,
9/30/1971,Kepala Divisi,Menikah,"Rp71.969.000,- ",0,1,-3282,59,1000558,877,76560,215,861,10702,3,3,4,9,8,Tidak pernah,Sulawesi,3
4/20/1977,Kepala Divisi,Menikah,"Rp28.973.000,- ",0,0,-3285,59,206558,877,46560,3215,2861,12702,2,5,1,5,8,Tidak pernah,Jawa,
12/16/1951,Karyawan,Lajang,"Rp80.872.000,- ",0,0,-2709,60,483558,72877,567560,94215,12861,108702,1,4,4,10,1,Tidak pernah,Jawa,
8/1/1956,Kepala Divisi,Menikah,"Rp84.117.000,- ",0,0,-2710,60,611558,76877,749560,59215,45861,26702,1,7,10,6,2,Tidak pernah,Sumatera,4
8/27/1958,C-level,Lajang,"Rp38.741.000,- ",1,1,-2752,60,7558,10877,17560,8215,6861,13702,2,2,0,3,7,Tidak pernah,NTB,
5/29/1973,Manager,Menikah,"Rp38.961.000,- ",1,0,-2842,60,19558,7877,19560,215,1861,24702,1,2,1,2,7,Tidak pernah,Jawa,
3/20/1968,Karyawan,Lajang,"Rp75.922.000,- ",0,0,-2863,60,265558,138877,553560,224215,23861,92702,1,4,4,9,1,Tidak pernah,Bali,
4/15/1965,Manager,Menikah,"Rp56.962.000,- ",2,1,-2922,60,292558,3877,77560,10215,3861,26702,7,6,3,5,7,Tidak pernah,Kalimantan,
8/25/1965,Manager,Menikah,"Rp56.962.000,- ",2,1,-2922,60,292558,3877,77560,10215,3861,26702,7,6,3,5,7,Tidak pernah,Bali,
9/10/1949,Karyawan,Duda,"Rp70.165.000,- ",0,0,-2941,60,161558,877,253560,199215,191861,122702,1,3,7,11,1,Tidak pernah,Jawa,
9/26/1973,Karyawan,Menikah,"Rp65.308.000,- ",0,0,-2952,60,713558,877,264560,120215,80861,34702,1,7,8,12,4,Tidak pernah,NTT,"[0, 4]"
8/20/1951,Manager,Berumahtangga,"Rp29.298.000,- ",1,1,-2956,60,6558,877,2560,2215,861,1702,1,1,0,2,5,Tidak pernah,Jawa,
12/26/1967,Kepala Divisi,Menikah,"Rp63.246.000,- ",0,2,-2974,60,593558,30877,91560,29215,22861,7702,1,6,3,12,4,Tidak pernah,Jawa,
5/12/1952,Karyawan,Berumahtangga,"Rp33.402.000,- ",1,1,-3007,60,26558,2877,19560,10215,5861,8702,3,2,1,3,8,Tidak pernah,NTB,
10/9/1990,Karyawan,Lajang,"Rp96.843.000,- ",0,0,-3093,60,448558,71877,951560,40215,17861,17702,1,6,11,10,2,Tidak pernah,Jawa,"[4, 5]"
3/5/1986,Kepala Divisi,Menikah,"Rp82.333.000,- ",0,0,-3117,60,1311558,877,359560,46215,89861,17702,1,4,3,10,2,Tidak pernah,NTB,"[4, 5]"
1/12/1949,Karyawan,Duda,"Rp72.643.000,- ",0,0,-3148,60,526558,80877,553560,123215,94861,53702,1,3,10,7,2,Tidak pernah,Jawa,"[0, 5]"
10/13/1982,Kepala Divisi,Berumahtangga,"Rp32.313.000,- ",1,0,-3164,60,86558,4877,56560,2215,4861,7702,3,4,0,4,9,Tidak pernah,Jawa,
8/12/1956,Manager,Lajang,"Rp55.284.000,- ",0,1,-3213,60,547558,7877,140560,215,7861,63702,3,7,5,8,5,Tidak pernah,Sulawesi,
10/27/1979,Karyawan,Cerai,"Rp15.287.000,- ",1,0,-3288,60,1558,2877,8560,4215,3861,13702,2,1,1,2,7,Tidak pernah,Bali,"[2, 5]"
9/25/1979,Karyawan,Cerai,"Rp15.287.000,- ",1,0,-3288,60,1558,2877,8560,4215,3861,13702,2,1,1,2,7,Tidak pernah,Jawa,"[2, 5]"
7/15/1987,Kepala Divisi,Menikah,"Rp51.563.000,- ",0,0,-3297,60,1166558,877,48560,215,861,36702,1,4,4,10,8,Tidak pernah,Bali,"[3, 4]"
10/16/1976,Manager,Menikah,"Rp81.929.000,- ",1,0,-3299,60,1486558,55877,278560,49215,861,185702,2,4,4,10,6,Tidak pernah,Kalimantan,"[2, 4, 5]"
1/22/1953,Kepala Divisi,Berumahtangga,"Rp53.593.000,- ",1,1,-3352,60,349558,4877,78560,6215,861,43702,8,7,2,6,8,Tidak pernah,Kalimantan,
2/29/1973,Manager,Menikah,"Rp60.432.000,- ",0,1,-2773,61,365558,3877,15560,4215,3861,11702,5,7,2,5,6,Tidak pernah,Bali,
6/13/1957,Manager,Menikah,"Rp66.726.000,- ",1,1,-2829,61,349558,7877,35560,215,861,47702,3,8,2,4,7,Tidak pernah,Jawa,3
11/20/1959,Karyawan,Lajang,"Rp62.450.000,- ",0,1,-2835,61,515558,47877,267560,62215,66861,38702,2,5,5,4,3,Tidak pernah,Sulawesi,3
3/12/1975,C-level,Lajang,"Rp49.514.000,- ",1,0,-2855,61,88558,39877,78560,58215,13861,93702,2,6,1,4,7,Tidak pernah,Sulawesi,
4/23/1972,Kepala Divisi,Menikah,"Rp43.269.000,- ",1,0,-2947,61,10558,1877,7560,215,861,1702,1,1,0,2,8,Tidak pernah,NTB,
11/17/1959,Kepala Divisi,Menikah,"Rp33.762.000,- ",2,1,-3018,61,53558,1877,34560,2215,861,16702,3,2,2,2,8,Tidak pernah,Sumatera,
9/29/1966,Karyawan,Berumahtangga,"Rp60.894.000,- ",0,1,-3027,61,606558,7877,155560,10215,861,54702,5,10,3,8,7,Tidak pernah,Jawa,
2/28/1959,Karyawan,Berumahtangga,"Rp87.771.000,- ",0,1,-3064,61,1492558,38877,287560,50215,57861,33702,1,5,10,4,6,Tidak pernah,Jawa,"[0, 1, 3, 4, 5]"
4/2/1959,Karyawan,Berumahtangga,"Rp87.771.000,- ",0,1,-3064,61,1492558,38877,287560,50215,57861,33702,1,5,10,4,6,Tidak pernah,Sumatera,"[0, 1, 3, 4, 5]"
3/21/1955,Karyawan,Menikah,"Rp50.737.000,- ",0,1,-3075,61,78558,877,11560,215,861,10702,1,2,0,4,6,Tidak pernah,Jawa,3
12/8/1956,Karyawan,Cerai,"Rp26.150.000,- ",2,1,-3136,61,5558,1877,13560,3215,5861,1702,1,1,0,3,7,Tidak pernah,Jawa,
5/17/1951,Karyawan,Menikah,"Rp57.304.000,- ",0,1,-3136,61,356558,80877,329560,138215,17861,106702,2,7,6,10,5,Tidak pernah,Jawa,
10/12/1951,Karyawan,Menikah,"Rp71.107.000,- ",0,1,-3158,61,533558,10877,217560,198215,174861,195702,2,7,6,13,4,Tidak pernah,Jawa,
3/13/1975,Manager,Berumahtangga,"Rp53.253.000,- ",1,1,-3164,61,216558,9877,57560,20215,9861,125702,7,4,3,5,5,Tidak pernah,Sumatera,
7/1/1958,Karyawan,Menikah,"Rp81.320.000,- ",0,0,-3169,61,183558,33877,493560,59215,103861,57702,1,4,3,10,2,Tidak pernah,Bali,
4/27/1992,C-level,Menikah,"Rp87.000.000,- ",0,0,-3222,61,196558,25877,607560,67215,17861,49702,1,4,6,7,2,Tidak pernah,Kalimantan,
11/13/1974,Karyawan,Menikah,"Rp40.049.000,- ",0,1,-3238,61,91558,65877,52560,10215,44861,28702,3,3,2,6,5,Tidak pernah,Sulawesi,
8/25/1970,Karyawan,Menikah,"Rp63.684.000,- ",0,1,-3241,61,575558,80877,428560,208215,93861,80702,3,8,4,8,5,Tidak pernah,Jawa,
5/22/1970,Karyawan,Menikah,"Rp69.016.000,- ",0,1,-3245,61,726558,53877,363560,123215,107861,161702,4,8,9,13,5,Tidak pernah,Jawa,
10/6/1979,Karyawan,Menikah,"Rp7.500.000,- ",0,1,-3330,61,5558,2877,3560,3215,861,5702,1,1,0,2,8,Tidak pernah,Jawa,
6/31/1957,Karyawan,Menikah,"Rp73.803.000,- ",0,1,-3358,61,833558,80877,363560,52215,26861,174702,2,9,5,6,6,Tidak pernah,Sumatera,"[2, 5]"
5/17/1973,C-level,Menikah,"Rp46.094.000,- ",1,1,-2680,62,12558,2877,20560,3215,2861,5702,1,1,0,3,7,Tidak pernah,Jawa,
12/3/1973,Kepala Divisi,Menikah,"Rp85.844.000,- ",0,0,-2692,62,938558,19877,843560,25215,95861,38702,1,6,6,7,2,Tidak pernah,Jawa,4
3/6/1955,Manager,Menikah,"Rp38.452.000,- ",1,1,-2752,62,56558,877,14560,215,861,2702,3,3,0,3,7,Tidak pernah,Jawa,
6/2/1955,Manager,Menikah,"Rp38.452.000,- ",1,1,-2752,62,56558,877,14560,215,861,2702,3,3,0,3,7,Tidak pernah,Jawa,
8/24/1955,Karyawan,Menikah,"Rp80.395.000,- ",0,0,-2879,62,445558,25877,706560,80215,76861,48702,1,6,5,12,2,Tidak pernah,Kalimantan,0
10/13/1988,Karyawan,Berumahtangga,"Rp87.679.000,- ",0,0,-2998,62,1259558,172877,815560,97215,148861,33702,1,7,11,10,4,Tidak pernah,Sumatera,"[0, 2, 4, 5]"
5/26/1949,Manager,Cerai,"Rp35.416.000,- ",0,0,-3042,62,248558,3877,81560,4215,3861,51702,3,7,1,5,8,Tidak pernah,Bali,
6/24/1946,Kepala Divisi,Berumahtangga,"Rp44.124.000,- ",0,1,-3075,62,284558,877,55560,215,6861,52702,4,6,2,5,8,Tidak pernah,Jawa,
5/13/1958,Kepala Divisi,Lajang,"Rp50.729.000,- ",1,1,-3084,62,239558,13877,143560,45215,4861,52702,9,6,2,7,6,Tidak pernah,Bali,
11/16/1953,Karyawan,Berumahtangga,"Rp94.384.000,- ",0,0,-3143,62,1111558,24877,790560,160215,45861,172702,0,5,8,5,2,Tidak pernah,Bali,"[0, 3, 4, 5]"
10/14/1953,Karyawan,Berumahtangga,"Rp94.384.000,- ",0,0,-3143,62,1111558,24877,790560,160215,45861,172702,0,5,8,5,2,Tidak pernah,Jawa,"[0, 3, 4, 5]"
11/7/1990,Karyawan,Lajang,"Rp34.412.000,- ",1,0,-3162,62,52558,12877,50560,4215,36861,55702,3,5,0,3,9,Tidak pernah,Kalimantan,
6/28/1985,Karyawan,Menikah,"Rp31.158.000,- ",1,0,-3179,62,25558,6877,16560,20215,861,5702,2,2,0,3,8,Tidak pernah,Jawa,
6/18/1951,Karyawan,Menikah,"Rp34.838.000,- ",1,1,-3187,62,28558,23877,29560,29215,14861,47702,3,2,1,4,6,Tidak pernah,Sumatera,
11/15/1979,Karyawan,Menikah,"Rp56.775.000,- ",0,1,-3204,62,614558,35877,160560,58215,35861,35702,2,5,8,10,5,Tidak pernah,Jawa,
6/4/1949,Kepala Divisi,Duda,"Rp54.356.000,- ",0,1,-3248,62,710558,15877,30560,20215,861,702,3,11,2,8,8,Tidak pernah,Jawa,5
9/6/1978,Kepala Divisi,Menikah,"Rp72.159.000,- ",0,0,-3269,62,322558,53877,899560,34215,40861,53702,1,4,6,10,2,Tidak pernah,Jawa,
11/28/1991,Karyawan,Lajang,"Rp8.028.000,- ",0,0,-3310,62,73558,18877,66560,7215,12861,2702,15,0,1,0,19,Tidak pernah,Jawa,
